Team,YearStart,Size,Special,SpecialAlt,RunningTopTierYears,TotalTopTierYears,Division,Leading Scorer,Special,SpecialAlt,D,L,Position Cleaned,PositionAdjusted,TopTier?,W
Brighton & Hove Albion,1994,,,,0,4,Div 2,Junior McDougald,,,17,15,16,60,0,14
Brighton & Hove Albion,1995,,,,0,4,Div 2,Junior McDougald,Relegated,Relegated,10,26,23,67,0,10
Brighton & Hove Albion,1996,,,,0,4,Div 3,Craig Maskell,,,10,23,23,91,0,13
Brighton & Hove Albion,1997,,,,0,4,Div 3,Jeff Minton,,,17,23,23,91,0,6
Brighton & Hove Albion,1998,,,,0,4,Div 3,Richie Barker/Gary Hart,,,7,23,17,85,0,16
Brighton & Hove Albion,1999,,,,0,4,Div 3,Darren Freeman,,,16,13,11,79,0,17
Brighton & Hove Albion,2000,,,,0,4,Div 3,Bobby Zamora[ab],Promoted,Promoted,8,10,1,69,0,28
Brighton & Hove Albion,2001,,,,0,4,Div 2,Bobby Zamora[ac],Promoted,Promoted,15,6,1,45,0,25
Brighton & Hove Albion,2002,,,,0,4,Div 1,Bobby Zamora,Relegated,Relegated,12,23,23,43,0,11
Brighton & Hove Albion,2003,,,,0,4,Div 2,Leon Knight[ae],Promoted,Promoted,11,13,4,48,0,22
Brighton & Hove Albion,2004,,,,0,4,Champ,Adam Virgo,,,12,21,20,40,0,13
Brighton & Hove Albion,2005,,,,0,4,Champ,Colin Kazim-Richards,Relegated,Relegated,17,22,24,44,0,7
Brighton & Hove Albion,2006,,,,0,4,Lge 1,Jake Robinson,,,11,21,18,62,0,14
Brighton & Hove Albion,2007,,,,0,4,Lge 1,Nicky Forster,,,12,15,7,51,0,19
Brighton & Hove Albion,2008,,,,0,4,Lge 1,Nicky Forster,,,13,20,16,60,0,13
Brighton & Hove Albion,2009,,,,0,4,Lge 1,Nicky Forster,,,14,17,13,57,0,15
Brighton & Hove Albion,2010,,,,0,4,Lge 1,Glenn Murray,Promoted,Promoted,11,7,1,45,0,28
Brighton & Hove Albion,2011,,,,0,4,Champ,Ashley Barnes,,,15,14,10,30,0,17
Brighton & Hove Albion,2012,,,,0,4,Champ,Craig Mackail-Smith,,,18,9,4,24,0,19
Brighton & Hove Albion,2013,,,,0,4,Champ,Leonardo Ulloa,,,15,12,6,26,0,19
Brighton & Hove Albion,2014,,,,0,4,Champ,Lewis Dunk,,,17,19,20,40,0,10
Brighton & Hove Albion,2015,,,,0,4,Champ,Tomer Hemed,,,17,5,3,23,0,24
Brighton & Hove Albion,2016,,,,0,4,Champ,Glenn Murray,Promoted,Promoted,9,9,2,22,0,28
Brighton & Hove Albion,2017,,,,1,5,Prem,Glenn Murray,,,13,16,15,15,1,9
Brighton & Hove Albion,2018,,,,2,6,Prem,Glenn Murray,,,9,20,17,17,1,9
Brighton & Hove Albion,2019,,,,3,7,Prem,Neal Maupay,,,14,15,15,15,1,9
Burnley,1888,,,,,,FL,Pat Gallocher,,,3,12,9,,,7
Burnley,1889,,,,,,FL,Robert Haresnape,,,5,13,11,,,4
Burnley,1890,,,,,,FL,Claude Lambie,,,3,10,8,,,9
Burnley,1891,,,,,,FL,Tom Nicol,,,4,11,7,,,11
Burnley,1892,,,,,,Div 1,Billy Bowes/Robert Buchanan,,,4,13,6,6,1,13
Burnley,1893,,,,,,Div 1,Peter Turnbull,,,4,11,5,5,1,15
Burnley,1894,,,,,,Div 1,Tom Nicol,,,4,15,9,9,1,11
Burnley,1895,,,,,,Div 1,Hugh Robertson,,,7,13,10,10,1,10
Burnley,1896,,,,,,Div 1,Billy Bowes,Relegated,Relegated,7,17,16,16,1,6
Burnley,1897,,,,0,,Div 2,Jimmy Ross,Promoted,Promoted,8,2,1,17,0,20
Burnley,1898,,,,1,,Div 1,Wilf Toman,,,9,10,3,3,1,15
Burnley,1899,,,,2,,Div 1,Edgar Chadwick,Relegated,Relegated,5,18,17,17,1,11
Burnley,1900,,,,0,,Div 2,Bill Jenkinson,,,4,10,3,21,0,20
Burnley,1901,,,,0,,Div 2,Cornelius Hogan,,,10,14,9,27,0,10
Burnley,1902,,,,0,,Div 2,Cornelius Hogan,,,8,20,18,36,0,6
Burnley,1903,,,,0,,Div 2,William Jackson,,,9,10,5,23,0,15
Burnley,1904,,,,0,,Div 2,Doug MacFarlane,,,6,16,11,29,0,12
Burnley,1905,,,,0,,Div 2,Doug MacFarlane,,,8,15,9,29,0,15
Burnley,1906,,,,0,,Div 2,Dick Smith,,,6,15,7,27,0,17
Burnley,1907,,,,0,,Div 2,Dick Smith,,,6,12,7,27,0,20
Burnley,1908,,,,0,,Div 2,Dick Smith,,,7,18,14,34,0,13
Burnley,1909,,,,0,,Div 2,Benny Green,,,6,18,14,34,0,14
Burnley,1910,,,,0,,Div 2,Benny Green,,,15,10,8,28,0,13
Burnley,1911,,,,0,,Div 2,Bert Freeman[q],,,8,8,3,23,0,22
Burnley,1912,,,,0,,Div 2,Bert Freeman[r][s],Promoted,Promoted,8,9,2,22,0,21
Burnley,1913,,,,1,,Div 1,Bert Freeman,,,12,14,12,12,1,12
Burnley,1914,,,,2,,Div 1,Teddy Hodgson,,,7,13,4,4,1,18
Burnley,1919,,,,3,,Div 1,Bert Freeman,,,9,12,2,2,1,21
Burnley,1920,,,,4,,Div 1,Joe Anderson,,Champions,13,6,1,1,1,23
Burnley,1921,,,,5,,Div 1,Joe Anderson,,,5,15,3,3,1,22
Burnley,1922,,,,6,,Div 1,Bob Kelly,,,6,20,15,15,1,16
Burnley,1923,,,,7,,Div 1,George Beel,,,12,18,17,17,1,12
Burnley,1924,,,,8,,Div 1,Tommy Roberts,,,12,19,19,19,1,11
Burnley,1925,,,,9,,Div 1,Louis Page,,,10,19,20,20,1,13
Burnley,1926,,,,10,,Div 1,George Beel,,,9,14,5,5,1,19
Burnley,1927,,,,11,,Div 1,George Beel[v],,,7,19,19,19,1,16
Burnley,1928,,,,12,,Div 1,George Beel,,,8,19,19,19,1,15
Burnley,1929,,,,13,,Div 1,Louis Page,Relegated,Relegated,8,20,21,21,1,14
Burnley,1930,,,,0,,Div 2,George Beel,,,11,14,8,30,0,17
Burnley,1931,,,,0,,Div 2,George Beel,,,9,20,19,41,0,13
Burnley,1932,,,,0,,Div 2,Tommy Jones/Cecil Smith,,,14,17,19,41,0,11
Burnley,1933,,,,0,,Div 2,Cecil Smith,,,6,18,13,35,0,18
Burnley,1934,,,,0,,Div 2,George Brown,,,9,17,12,34,0,16
Burnley,1935,,,,0,,Div 2,Cecil Smith,,,13,17,15,37,0,12
Burnley,1936,,,,0,,Div 2,Charlie Fletcher,,,10,16,13,35,0,16
Burnley,1937,,,,0,,Div 2,Bob Brocklebank,,,10,15,6,28,0,17
Burnley,1938,,,,0,,Div 2,Gordon Clayton,,,9,18,14,36,0,15
Burnley,1946,,,,0,,Div 2,Harry Potts,Promoted,Promoted,14,6,2,24,0,22
Burnley,1947,,,,1,,Div 1,Harry Potts,,,12,10,3,3,1,20
Burnley,1948,,,,2,,Div 1,Jackie Chew,,,14,16,15,15,1,12
Burnley,1949,,,,3,,Div 1,Harry Potts,,,13,13,10,10,1,16
Burnley,1950,,,,4,,Div 1,Bill Holden,,,14,14,10,10,1,14
Burnley,1951,,,,5,,Div 1,Billy Morris,,,10,17,14,14,1,15
Burnley,1952,,,,6,,Div 1,Bill Holden,,,12,12,6,6,1,18
Burnley,1953,,,,7,,Div 1,Billy Gray,,,4,17,7,7,1,21
Burnley,1954,,,,8,,Div 1,Bill Holden,,,9,16,10,10,1,17
Burnley,1955,,,,9,,Div 1,Peter McKay[ac],,,8,16,7,7,1,18
Burnley,1956,,,,10,,Div 1,Jimmy McIlroy,,,10,14,7,7,1,18
Burnley,1957,,,,11,,Div 1,Jimmy McIlroy,,,5,16,6,6,1,21
Burnley,1958,,,,12,,Div 1,Ray Pointer,,,10,13,7,7,1,19
Burnley,1959,,,,13,,Div 1,John Connelly,,Champions,7,11,1,1,1,24
Burnley,1960,,,,14,,Div 1,Jimmy Robson[af],,,7,13,4,4,1,22
Burnley,1961,,,,15,,Div 1,Ray Pointer,,,11,10,2,2,1,21
Burnley,1962,,,,16,,Div 1,Andy Lochhead,,,10,10,3,3,1,22
Burnley,1963,,,,17,,Div 1,Andy Lochhead,,,10,15,9,9,1,17
Burnley,1964,,,,18,,Div 1,Willie Irvine,,,10,16,12,12,1,16
Burnley,1965,,,,19,,Div 1,Willie Irvine[ah][ai],,,7,11,3,3,1,24
Burnley,1966,,,,20,,Div 1,Andy Lochhead,,,9,18,14,14,1,15
Burnley,1967,,,,21,,Div 1,Frank Casper,,,10,18,14,14,1,14
Burnley,1968,,,,22,,Div 1,Frank Casper[ak],,,9,18,14,14,1,15
Burnley,1969,,,,23,,Div 1,Steve Kindon,,,15,15,14,14,1,12
Burnley,1970,,,,24,,Div 1,Frank Casper/Eric Probert,Relegated,Relegated,13,22,21,21,1,7
Burnley,1971,,,,0,,Div 2,Frank Casper,,,6,16,7,29,0,20
Burnley,1972,,,,0,,Div 2,Paul Fletcher,Promoted,Promoted,14,4,1,23,0,24
Burnley,1973,,,,1,,Div 1,Paul Fletcher,,,14,12,6,6,1,16
Burnley,1974,,,,2,,Div 1,Leighton James,,,11,14,10,10,1,17
Burnley,1975,,,,3,,Div 1,Peter Noble,Relegated,Relegated,10,23,21,21,1,9
Burnley,1976,,,,0,,Div 2,Peter Noble,,,14,17,16,38,0,11
Burnley,1977,,,,0,,Div 2,Steve Kindon,,,10,17,11,33,0,15
Burnley,1978,,,,0,,Div 2,Peter Noble,,,12,16,13,35,0,14
Burnley,1979,,,,0,,Div 2,Martin Dobson/Billy Hamilton,Relegated,Relegated,15,21,21,43,0,6
Burnley,1980,,,,0,,Div 3,Steve Taylor,,,14,14,8,52,0,18
Burnley,1981,,,,0,,Div 3,Billy Hamilton,Promoted,Promoted,17,8,1,45,0,21
Burnley,1982,,,,0,,Div 2,Billy Hamilton,Relegated,Relegated,8,22,21,43,0,12
Burnley,1983,,,,0,,Div 3,Billy Hamilton,,,14,16,12,56,0,16
Burnley,1984,,,,0,,Div 3,Kevin Hird,Relegated,Relegated,13,22,21,65,0,11
Burnley,1985,,,,0,,Div 4,Alan Taylor,,,11,19,14,82,0,16
Burnley,1986,,,,0,,Div 4,Leighton James,,,13,21,22,90,0,12
Burnley,1987,,,,0,,Div 4,George Oghani,,,7,19,10,78,0,20
Burnley,1988,,,,0,,Div 4,Brendan O'Connell,,,13,19,16,84,0,14
Burnley,1989,,,,0,,Div 4,Ron Futcher,,,14,18,16,84,0,14
Burnley,1990,,,,0,,Div 4,Ron Futcher,,,10,13,6,74,0,23
Burnley,1991,,,,0,,Div 4,Mike Conroy[av],Promoted,Promoted,8,9,1,69,0,25
Burnley,1992,,,,0,,Div 2,Adrian Heath,,,16,15,13,57,0,15
Burnley,1993,,,,0,,Div 2,David Eyres,Promoted,Promoted,10,15,6,50,0,21
Burnley,1994,,,,0,,Div 1,David Eyres/Liam Robinson,Relegated,Relegated,13,22,22,44,0,11
Burnley,1995,,,,0,,Div 2,Kurt Nogan,,,13,19,17,61,0,14
Burnley,1996,,,,0,,Div 2,Paul Barnes,,,11,16,9,53,0,19
Burnley,1997,,,,0,,Div 2,Andy Cooke,,,13,20,20,64,0,13
Burnley,1998,,,,0,,Div 2,Andy Payton,,,16,17,15,59,0,13
Burnley,1999,,,,0,,Div 2,Andy Payton[az],Promoted,Promoted,13,8,2,46,0,25
Burnley,2000,,,,0,,Div 1,Andy Payton,,,9,16,7,27,0,21
Burnley,2001,,,,0,,Div 1,Gareth Taylor,,,12,13,7,27,0,21
Burnley,2002,,,,0,,Div 1,Gareth Taylor,,,10,21,16,36,0,15
Burnley,2003,,,,0,,Div 1,Robbie Blake,,,14,19,19,39,0,13
Burnley,2004,,,,,,Champ[ba],Robbie Blake,,,15,16,13,,,15
Burnley,2005,,,,0,,Champ,Ade Akinbiyi,,,12,20,17,37,0,14
Burnley,2006,,,,0,,Champ,Andy Gray,,,12,19,15,35,0,15
Burnley,2007,,,,0,,Champ,Andy Gray,,,14,16,13,33,0,16
Burnley,2008,,,,0,,Champ,Martin Paterson,Promoted,Promoted,13,12,5,25,0,21
Burnley,2009,,,,1,,Prem,Steven Fletcher,Relegated,Relegated,6,24,18,18,1,8
Burnley,2010,,,,0,,Champ,Chris Eagles/Jay Rodriguez,,,14,14,8,28,0,18
Burnley,2011,,,,0,,Champ,Jay Rodriguez,,,11,18,13,33,0,17
Burnley,2012,,,,0,,Champ,Charlie Austin,,,13,17,11,31,0,16
Burnley,2013,,,,0,,Champ,Danny Ings,Promoted,Promoted,15,5,2,22,0,26
Burnley,2014,,,,1,,Prem,Danny Ings,Relegated,Relegated,12,19,19,19,1,7
Burnley,2015,,,,0,,Champ,Andre Gray[bd],Promoted,Promoted,15,5,1,21,0,26
Burnley,2016,,,,1,,Prem,Sam Vokes,,,7,20,16,16,1,11
Burnley,2017,,,,2,,Prem,Chris Wood,,,12,12,7,7,1,14
Burnley,2018,,,,3,,Prem,Ashley Barnes/Chris Wood,,,7,20,15,15,1,11
Burnley,2019,,,,4,,Prem,Chris Wood,,,9,14,10,10,1,15
Chelsea,1905,,,,0,0,Div 2,Frank Pearson/Jimmy Windridge,,,9,7,3,23,0,23
Chelsea,1906,,,,0,0,Div 2,George Hilsdon,Promoted,Promoted,5,7,2,22,0,19
Chelsea,1907,,,,1,1,Div 1,George Hilsdon,,,8,16,13,13,1,25
Chelsea,1908,,,,2,2,Div 1,George Hilsdon,,,9,15,11,11,1,14
Chelsea,1909,,,,3,3,Div 1,Jimmy Windridge,Relegated,Relegated,7,20,19,19,1,30
Chelsea,1910,,,,0,3,Div 2,Bob Whittingham,,,9,9,3,23,0,10
Chelsea,1911,,,,0,3,Div 2,Bob Whittingham,Promoted,Promoted,6,8,2,22,0,5
Chelsea,1912,,,,1,4,Div 1,Bob Whittingham,,,6,21,18,18,1,11
Chelsea,1913,,,,2,5,Div 1,Harold Halse,,,17,15,8,8,1,16
Chelsea,1914,,,,3,6,Div 1,Bob Thomson,,,13,17,19,19,1,8
Chelsea,1919,,,,4,7,Div 1,Jack Cock,,,5,15,3,3,1,22
Chelsea,1920,,,,5,8,Div 1,Jack Cock,,,13,16,18,18,1,13
Chelsea,1921,,,,6,9,Div 1,Jack Cock,,,12,13,9,9,1,17
Chelsea,1922,,,,7,10,Div 1,Harry Ford/Buchanan Sharp,,,18,15,19,19,1,9
Chelsea,1923,,,,8,11,Div 1,Andy Wilson,Relegated,Relegated,14,19,21,21,1,9
Chelsea,1924,,,,0,11,Div 2,William Whitton,,,15,11,5,27,0,16
Chelsea,1925,,,,0,11,Div 2,Bob Turnbull,,,14,9,3,25,0,19
Chelsea,1926,,,,0,11,Div 2,Bob Turnbull,,,12,10,4,26,0,20
Chelsea,1927,,,,0,11,Div 2,James Thompson,,,8,11,3,25,0,23
Chelsea,1928,,,,0,11,Div 2,George Biswell/Andy Wilson/Jimmy Thompson,,,10,15,9,31,0,17
Chelsea,1929,,,,0,11,Div 2,George Mills,Promoted,Promoted,11,9,2,24,0,22
Chelsea,1930,,,,1,12,Div 1,Hughie Gallacher,,,10,17,12,12,1,15
Chelsea,1931,,,,2,13,Div 1,Hughie Gallacher,,,8,18,12,12,1,16
Chelsea,1932,,,,3,14,Div 1,Hughie Gallacher,,,7,21,18,18,1,14
Chelsea,1933,,,,4,15,Div 1,Hughie Gallacher,,,8,20,19,19,1,14
Chelsea,1934,,,,5,16,Div 1,Dick Spence,,,9,17,12,12,1,16
Chelsea,1935,,,,6,17,Div 1,Joe Bambrick,,,13,14,8,8,1,15
Chelsea,1936,,,,7,18,Div 1,George Mills,,,13,15,13,13,1,14
Chelsea,1937,,,,8,19,Div 1,George Mills,,,13,15,10,10,1,14
Chelsea,1938,,,,9,20,Div 1,Joe Payne,,,9,21,20,20,1,12
Chelsea,1946,,,,10,21,Div 1,Tommy Lawton,,,7,19,15,15,1,16
Chelsea,1947,,,,11,22,Div 1,Ken Armstrong,,,9,19,18,18,1,14
Chelsea,1948,,,,12,23,Div 1,Roy Bentley,,,14,16,13,13,1,12
Chelsea,1949,,,,13,24,Div 1,Roy Bentley,,,16,14,13,13,1,12
Chelsea,1950,,,,14,25,Div 1,Roy Bentley,,,8,22,20,20,1,12
Chelsea,1951,,,,15,26,Div 1,Roy Bentley,,,8,20,19,19,1,14
Chelsea,1952,,,,16,27,Div 1,Roy Bentley,,,11,19,19,19,1,12
Chelsea,1953,,,,17,28,Div 1,Roy Bentley,,,12,14,8,8,1,16
Chelsea,1954,,,,18,29,Div 1,Roy Bentley,,Champions,12,10,1,1,1,20
Chelsea,1955,,,,19,30,Div 1,Roy Bentley,,,11,17,16,16,1,14
Chelsea,1956,,,,20,31,Div 1,Johnny McNichol,,,13,16,13,13,1,13
Chelsea,1957,,,,21,32,Div 1,Jimmy Greaves,,,12,15,11,11,1,15
Chelsea,1958,,,,22,33,Div 1,Jimmy Greaves,,,4,20,14,14,1,18
Chelsea,1959,,,,23,34,Div 1,Jimmy Greaves,,,9,19,18,18,1,14
Chelsea,1960,,,,24,35,Div 1,Jimmy Greaves,,,7,20,12,12,1,15
Chelsea,1961,,,,25,36,Div 1,Bobby Tambling,Relegated,Relegated,10,23,22,22,1,9
Chelsea,1962,,,,0,36,Div 2,Bobby Tambling,Promoted,Promoted,4,14,2,24,0,24
Chelsea,1963,,,,1,37,Div 1,Bobby Tambling,,,10,12,5,5,1,20
Chelsea,1964,,,,2,38,Div 1,Barry Bridges,,,8,10,3,3,1,24
Chelsea,1965,,,,3,39,Div 1,George Graham/Bobby Tambling,,,7,13,5,5,1,22
Chelsea,1966,,,,4,40,Div 1,Bobby Tambling,,,14,13,9,9,1,15
Chelsea,1967,,,,5,41,Div 1,Peter Osgood,,,12,12,6,6,1,18
Chelsea,1968,,,,6,42,Div 1,Bobby Tambling,,,10,12,5,5,1,20
Chelsea,1969,,,,7,43,Div 1,Peter Osgood,,,13,8,3,3,1,21
Chelsea,1970,,,,8,44,Div 1,Keith Weller,,,15,9,6,6,1,18
Chelsea,1971,,,,9,45,Div 1,Peter Osgood,,,12,12,7,7,1,18
Chelsea,1972,,,,10,46,Div 1,Peter Osgood,,,14,15,12,12,1,13
Chelsea,1973,,,,11,47,Div 1,Tommy Baldwin,,,13,17,17,17,1,12
Chelsea,1974,,,,12,48,Div 1,Ian Hutchinson,Relegated,Relegated,15,18,21,21,1,9
Chelsea,1975,,,,0,48,Div 2,Ray Wilkins,,,16,14,11,33,0,12
Chelsea,1976,,,,0,48,Div 2,Steve Finnieston,Promoted,Promoted,13,8,2,24,0,21
Chelsea,1977,,,,1,49,Div 1,Tommy Langley,,,14,17,16,16,1,11
Chelsea,1978,,,,2,50,Div 1,Tommy Langley,Relegated,Relegated,10,27,22,22,1,5
Chelsea,1979,,,,0,50,Div 2,Mike Fillery/Clive Walker,,,7,12,4,26,0,23
Chelsea,1980,,,,0,50,Div 2,Colin Lee,,,12,16,12,34,0,14
Chelsea,1981,,,,0,50,Div 2,Clive Walker,,,12,15,12,34,0,15
Chelsea,1982,,,,0,50,Div 2,Mike Fillery,,,14,17,18,40,0,11
Chelsea,1983,,,,0,50,Div 2,Kerry Dixon,Promoted,Promoted,13,4,1,23,0,25
Chelsea,1984,,,,1,51,Div 1,Kerry Dixon,,,12,12,6,6,1,18
Chelsea,1985,,,,2,52,Div 1,Kerry Dixon,,,11,11,6,6,1,20
Chelsea,1986,,,,3,53,Div 1,Kerry Dixon,,,13,16,14,14,1,13
Chelsea,1987,,,,4,54,Div 1,Gordon Durie,Relegated,Relegated,15,16,18,18,1,9
Chelsea,1988,,,,0,54,Div 2,Kerry Dixon,Promoted,Promoted,12,5,1,21,0,29
Chelsea,1989,,,,1,55,Div 1,Kerry Dixon,,,12,10,5,5,1,16
Chelsea,1990,,,,2,56,Div 1,Kerry Dixon/Gordon Durie,,,10,15,11,11,1,13
Chelsea,1991,,,,3,57,Div 1,Dennis Wise,,,14,15,14,14,1,13
Chelsea,1992,,,,4,58,Prem,Mick Harford,,,14,14,11,11,1,14
Chelsea,1993,,,,5,59,Prem,Gavin Peacock/Mark Stein,,,12,17,14,14,1,13
Chelsea,1994,,,,6,60,Prem,Paul Furlong/John Spencer,,,15,14,11,11,1,13
Chelsea,1995,,,,7,61,Prem,John Spencer,,,14,12,11,11,1,12
Chelsea,1996,,,,8,62,Prem,Mark Hughes,,,11,11,6,6,1,16
Chelsea,1997,,,,9,63,Prem,Gianluca Vialli,,,3,15,4,4,1,20
Chelsea,1998,,,,10,64,Prem,Gianfranco Zola,,,15,3,3,3,1,20
Chelsea,1999,,,,11,65,Prem,Tore André Flo,,,11,9,5,5,1,18
Chelsea,2000,,,,12,66,Prem,Jimmy Floyd Hasselbaink,,,10,11,6,6,1,17
Chelsea,2001,,,,13,67,Prem,Jimmy Floyd Hasselbaink,,,13,8,6,6,1,17
Chelsea,2002,,,,14,68,Prem,Gianfranco Zola,,,10,9,4,4,1,19
Chelsea,2003,,,,15,69,Prem,Jimmy Floyd Hasselbaink,,,7,7,2,2,1,24
Chelsea,2004,,,,16,70,Prem,Frank Lampard,,Champions,8,1,1,1,1,29
Chelsea,2005,,,,17,71,Prem,Frank Lampard,,Champions,4,5,1,1,1,29
Chelsea,2006,,,,18,72,Prem,Didier Drogba,,,11,3,2,2,1,24
Chelsea,2007,,,,19,73,Prem,Frank Lampard,,,10,3,2,2,1,25
Chelsea,2008,,,,20,74,Prem,Nicolas Anelka,,,8,5,3,3,1,25
Chelsea,2009,,,,21,75,Prem,Didier Drogba,,Champions,5,6,1,1,1,27
Chelsea,2010,,,,22,76,Prem,Nicolas Anelka,,,8,9,2,2,1,21
Chelsea,2011,,,,23,77,Prem,Frank Lampard,,,10,10,6,6,1,18
Chelsea,2012,,,,24,78,Prem,Fernando Torres,,,9,7,3,3,1,22
Chelsea,2013,,,,25,79,Prem,Eden Hazard,,,7,6,3,3,1,25
Chelsea,2014,,,,26,80,Prem,Diego Costa,,Champions,9,3,1,1,1,26
Chelsea,2015,,,,27,81,Prem,Diego Costa,,,14,12,10,10,1,12
Chelsea,2016,,,,28,82,Prem,Diego Costa,,Champions,3,5,1,1,1,30
Chelsea,2017,,,,29,83,Prem,Eden Hazard,,,7,10,5,5,1,21
Chelsea,2018,,,,30,84,Prem,Eden Hazard,,,9,8,3,3,1,21
Chelsea,2019,,,,31,85,Prem,Tammy Abraham,,,6,12,4,4,1,20
Crystal Palace,1905,,,,,,SL Div 2S,Archie Needham,Promoted,,4,1,1,,,19
Crystal Palace,1906,,,,,,SL Div 1S,Horace Astley,,,9,21,19,,,8
Crystal Palace,1907,,,,,,SL Div 1S,George Woodger,,,10,11,4,,,17
Crystal Palace,1908,,,,,,SL Div 1S,James Bauchop,,,12,16,16,,,12
Crystal Palace,1909,,,,,,SL Div 1S,George Payne,,,6,16,7,,,20
Crystal Palace,1910,,,,,,SL Div 1S,Charlie Woodhouse,,,13,8,4,,,17
Crystal Palace,1911,,,,,,SL Div 1S,Ted Smith,,,10,13,7,,,15
Crystal Palace,1912,,,,,,SL Div 1S,Ted Smith,,,11,10,5,,,17
Crystal Palace,1913,,,,,,SL Div 1S,Ted Smith,,,16,5,2,,,17
Crystal Palace,1914,,,,,,SL Div 1S,Ted Smith,,,8,17,15,,,13
Crystal Palace,1919,,,,,,SL Div 1S,Ted Smith,,,6,16,3,,,20
Crystal Palace,1920,,,,0,,Div 3,John Conner,Promoted,Promoted,11,7,1,45,0,24
Crystal Palace,1921,,,,0,,Div 2,John Conner,,,13,16,14,36,0,13
Crystal Palace,1922,,,,0,,Div 2,George Whitworth,,,11,18,16,38,0,13
Crystal Palace,1923,,,,0,,Div 2,George Whitworth,,,13,16,15,37,0,13
Crystal Palace,1924,,,,0,,Div 2,George Whitworth,Relegated,Relegated,10,20,21,43,0,12
Crystal Palace,1925,,,,0,,Div 3,Percy Cherrett,,,3,20,13,57,0,19
Crystal Palace,1926,,,,0,,Div 3,Percy Cherrett,,,9,15,6,50,0,18
Crystal Palace,1927,,,,0,,Div 3,George Clarke,,,12,12,5,49,0,18
Crystal Palace,1928,,,,0,,Div 3,Harry Havelock,,,8,11,2,46,0,23
Crystal Palace,1929,,,,0,,Div 3,Peter Simpson,,,12,13,9,53,0,17
Crystal Palace,1930,,,,0,,Div 3,Peter Simpson,,,7,13,2,46,0,22
Crystal Palace,1931,,,,0,,Div 3,Peter Simpson,,,11,11,4,48,0,20
Crystal Palace,1932,,,,0,,Div 3,Peter Simpson,,,8,15,5,49,0,19
Crystal Palace,1933,,,,0,,Div 3,Peter Simpson,,,9,17,12,56,0,16
Crystal Palace,1934,,,,0,,Div 3,Albert Dawes,,,10,13,5,49,0,19
Crystal Palace,1935,,,,0,,Div 3,Albert Dawes,,,5,15,6,50,0,22
Crystal Palace,1936,,,,0,,Div 3,Jack Blackman,,,12,17,14,58,0,13
Crystal Palace,1937,,,,0,,Div 3,Jack Blackman,,,12,12,7,51,0,18
Crystal Palace,1938,,,,0,,Div 3,Albert Dawes,,,12,10,2,46,0,20
Crystal Palace,1946,,,,0,,Div 3,Bill Naylor,,,11,18,18,62,0,13
Crystal Palace,1947,,,,0,,Div 3,Freddie Kurz,,,13,16,13,57,0,13
Crystal Palace,1948,,,,0,,Div 3,Freddie Kurz,,,11,23,22,66,0,8
Crystal Palace,1949,,,,0,,Div 3,Ronnie Rooke,,,14,13,7,51,0,15
Crystal Palace,1950,,,,0,,Div 3,Noel Kelly/Ronnie Rooke,,,11,27,24,68,0,8
Crystal Palace,1951,,,,0,,Div 3,Cam Burgess,,,9,22,19,63,0,15
Crystal Palace,1952,,,,0,,Div 3,Cam Burgess,,,13,18,13,57,0,15
Crystal Palace,1953,,,,0,,Div 3,Bob Thomas,,,12,20,22,66,0,14
Crystal Palace,1954,,,,0,,Div 3,Jimmy Belcher,,,16,19,20,64,0,11
Crystal Palace,1955,,,,0,,Div 3,Mike Deakin,,,10,24,23,67,0,12
Crystal Palace,1956,,,,0,,Div 3,Mike Deakin,,,18,17,20,64,0,11
Crystal Palace,1957,,,,0,,Div 3,George Cooper,,,13,18,14,58,0,15
Crystal Palace,1958,,,,0,,Div 4,Mike Deakin,,,12,14,7,75,0,20
Crystal Palace,1959,,,,0,,Div 4,Johnny Byrne,,,12,15,8,76,0,19
Crystal Palace,1960,,,,0,,Div 4,Johnny Byrne,Promoted,Promoted,6,11,2,70,0,29
Crystal Palace,1961,,,,0,,Div 3,Andy Smillie,,,14,18,15,59,0,14
Crystal Palace,1962,,,,0,,Div 3,Peter Burridge,,,13,16,11,55,0,17
Crystal Palace,1963,,,,0,,Div 3,Cliff Holton,Promoted,Promoted,14,9,2,46,0,23
Crystal Palace,1964,,,,0,,Div 2,Cliff Holton,,,13,13,7,29,0,16
Crystal Palace,1965,,,,0,,Div 2,Brian Whitehouse,,,13,15,11,33,0,14
Crystal Palace,1966,,,,0,,Div 2,Bobby Woodruff,,,10,13,7,29,0,19
Crystal Palace,1967,,,,0,,Div 2,Bobby Woodruff,,,11,17,11,33,0,14
Crystal Palace,1968,,,,0,,Div 2,Cliff Jackson,Promoted,Promoted,12,8,2,24,0,22
Crystal Palace,1969,,,,1,,Div 1,Cliff Jackson,,,15,21,20,20,1,6
Crystal Palace,1970,,,,2,,Div 1,Alan Birchenall,,,11,19,18,18,1,12
Crystal Palace,1971,,,,3,,Div 1,Bobby Tambling,,,13,21,20,20,1,8
Crystal Palace,1972,,,,4,,Div 1,Don Rogers,Relegated,Relegated,12,21,21,21,1,9
Crystal Palace,1973,,,,0,,Div 2,Don Rogers,Relegated,Relegated,12,19,20,42,0,11
Crystal Palace,1974,,,,0,,Div 3,Alan Whittle,,,15,13,5,49,0,18
