Team,YearStart,Size,Special,SpecialAlt,RunningTopTierYears,TotalTopTierYears,Division,Leading Scorer,Special,SpecialAlt,D,L,Position Cleaned,PositionAdjusted,TopTier?,W
Crystal Palace,1975,,,,0,,Div 3,Dave Swindlehurst,,,17,11,5,49,0,18
Crystal Palace,1976,,,,0,,Div 3,Rachid Harkouk/Dave Swindlehurst,Promoted,Promoted,13,10,3,47,0,23
Crystal Palace,1977,,,,0,,Div 2,Rachid Harkouk/Dave Swindlehurst,,,15,14,9,31,0,13
Crystal Palace,1978,,,,0,,Div 2,Dave Swindlehurst,Promoted,Promoted,19,4,1,23,0,19
Crystal Palace,1979,,,,1,,Div 1,Mike Flanagan/Ian Walsh,,,16,14,13,13,1,12
Crystal Palace,1980,,,,2,,Div 1,Clive Allen,Relegated,Relegated,7,29,22,22,1,6
Crystal Palace,1981,,,,0,,Div 2,Kevin Mabbutt,,,9,20,15,37,0,13
Crystal Palace,1982,,,,0,,Div 2,Kevin Mabbutt,,,12,18,15,37,0,12
Crystal Palace,1983,,,,0,,Div 2,Tony Evans,,,11,19,18,40,0,12
Crystal Palace,1984,,,,0,,Div 2,Trevor Aylott,,,12,18,15,37,0,12
Crystal Palace,1985,,,,0,,Div 2,Phil Barber/Andy Gray,,,9,14,5,27,0,19
Crystal Palace,1986,,,,0,,Div 2,Ian Wright,,,5,18,6,28,0,19
Crystal Palace,1987,,,,0,,Div 2,Mark Bright,,,9,13,6,27,0,22
Crystal Palace,1988,,,,0,,Div 2,Ian Wright,Promoted,Promoted,12,11,3,23,0,23
Crystal Palace,1989,,,,1,,Div 1,Mark Bright,,,9,16,15,15,1,13
Crystal Palace,1990,,,,2,,Div 1,Ian Wright,,,9,9,3,3,1,20
Crystal Palace,1991,,,,3,,Div 1,Mark Bright,,,15,13,10,10,1,14
Crystal Palace,1992,,,,4,,Prem,Chris Armstrong,Relegated,Relegated,16,15,20,20,1,11
Crystal Palace,1993,,,,0,,Div 1,Chris Armstrong,Promoted,Promoted,9,10,1,23,0,27
Crystal Palace,1994,,,,1,,Prem,Chris Armstrong,Relegated,Relegated,12,19,19,19,1,11
Crystal Palace,1995,,,,0,,Div 1,Dougie Freedman,,,15,11,3,23,0,20
Crystal Palace,1996,,,,0,,Div 1,Bruce Dyer,Promoted,Promoted,14,13,6,26,0,19
Crystal Palace,1997,,,,1,,Prem,Bruce Dyer,Relegated,Relegated,9,21,20,20,1,8
Crystal Palace,1998,,,,0,,Div 1,Clinton Morrison,,,16,16,14,34,0,14
Crystal Palace,1999,,,,0,,Div 1,Clinton Morrison,,,15,18,15,35,0,13
Crystal Palace,2000,,,,0,,Div 1,Clinton Morrison,,,13,21,21,41,0,12
Crystal Palace,2001,,,,0,,Div 1,Clinton Morrison,,,6,20,10,30,0,20
Crystal Palace,2002,,,,0,,Div 1,Andrew Johnson,,,17,15,14,34,0,14
Crystal Palace,2003,,,,0,,Div 1,Andrew Johnson,Promoted,Promoted,10,15,6,26,0,21
Crystal Palace,2004,,,,1,,Prem,Andrew Johnson,Relegated,Relegated,12,19,18,18,1,7
Crystal Palace,2005,,,,0,,Champ,Andrew Johnson,,,12,13,6,26,0,21
Crystal Palace,2006,,,,0,,Champ,Clinton Morrison,,,11,17,12,32,0,18
Crystal Palace,2007,,,,0,,Champ,Clinton Morrison,,,17,11,5,25,0,18
Crystal Palace,2008,,,,0,,Champ,Shefki Kuqi,,,12,19,15,35,0,15
Crystal Palace,2009,,,,0,,Champ,Darren Ambrose,,,17,15,21,41,0,14
Crystal Palace,2010,,,,0,,Champ,James Vaughan,,,12,22,20,40,0,12
Crystal Palace,2011,,,,0,,Champ,Darren Ambrose,,,17,16,17,37,0,13
Crystal Palace,2012,,,,0,,Champ,Glenn Murray,Promoted,Promoted,15,12,5,25,0,19
Crystal Palace,2013,,,,1,,Prem,Dwight Gayle,,,6,19,11,11,1,13
Crystal Palace,2014,,,,2,,Prem,Dwight Gayle,,,9,16,10,10,1,13
Crystal Palace,2015,,,,3,,Prem,Dwight Gayle,,,9,18,15,15,1,11
Crystal Palace,2016,,,,4,,Prem,Christian Benteke,,,5,21,14,14,1,12
Crystal Palace,2017,,,,5,,Prem,Luka Milivojević,,,11,16,11,11,1,11
Crystal Palace,2018,,,,6,,Prem,Luka Milivojević,,,7,17,12,12,1,14
Crystal Palace,2019,,,,7,,Prem,Jordan Ayew,,,10,17,14,14,1,11
Everton,1888,,,,2,2,Div 1,E. Chadwick (6),,,2,11,8,8,1,9
Everton,1889,,,,3,3,Div 1,F. Geary (21),,,3,5,2,2,1,14
Everton,1890,,,,4,4,Div 1,F. Geary (20),,Champions,1,7,1,1,1,14
Everton,1891,,,,5,5,Div 1,A. Latta (17),,,4,10,5,5,1,12
Everton,1892,,,,6,6,Div 1,F. Geary (19),,,4,10,3,3,1,16
Everton,1893,,,,7,7,Div 1,J. Southworth (27),,,3,12,6,6,1,15
Everton,1894,,,,8,8,Div 1,J. Bell (15),,,6,6,2,2,1,18
Everton,1895,,,,9,9,Div 1,A. Milward (17),,,7,7,3,3,1,16
Everton,1896,,,,10,10,Div 1,J. Bell (15),,,3,13,7,7,1,14
Everton,1897,,,,11,11,Div 1,L. Bell (12),,,9,8,4,4,1,13
Everton,1898,,,,12,12,Div 1,J. Proudfoot (12),,,8,11,4,4,1,15
Everton,1899,,,,13,13,Div 1,J. Settle (10),,,7,14,11,11,1,13
Everton,1900,,,,14,14,Div 1,J. Taylor (11),,,5,13,7,7,1,16
Everton,1901,,,,15,15,Div 1,J. Settle (18),,,7,10,2,2,1,17
Everton,1902,,,,16,16,Div 1,J. Brearley (7),,,6,15,12,12,1,13
Everton,1903,,,,17,17,Div 1,A. 'S' Young (10),,,5,10,3,3,1,19
Everton,1904,,,,18,18,Div 1,A. 'S' Young (14),,,5,8,2,2,1,21
Everton,1905,,,,19,19,Div 1,A. 'S' Young (12),,,7,16,11,11,1,15
Everton,1906,,,,20,20,Div 1,A. 'S' Young (28),,,5,13,3,3,1,20
Everton,1907,,,,21,21,Div 1,A. 'S' Young (16),,,6,17,11,11,1,15
Everton,1908,,,,22,22,Div 1,B. Freeman (38),,,10,10,2,2,1,18
Everton,1909,,,,23,23,Div 1,B. Freeman (22),,,8,14,10,10,1,16
Everton,1910,,,,24,24,Div 1,"G. Beare (8), B. Lacey (8), A. 'S' Young (8)",,,7,12,4,4,1,19
Everton,1911,,,,25,25,Div 1,T. Browell (12),,,6,12,2,2,1,20
Everton,1912,,,,26,26,Div 1,T. Browell (12),,,7,16,11,11,1,15
Everton,1913,,,,27,27,Div 1,B. Parker (17),,,11,15,15,15,1,12
Everton,1914,,,,28,28,Div 1,B. Parker (36),,Champions,8,11,1,1,1,19
Everton,1919,,,,29,29,Div 1,B. Kirsopp (14),,,14,16,16,16,1,12
Everton,1920,,,,30,30,Div 1,C. Crossley (15),,,13,12,7,7,1,17
Everton,1921,,,,31,31,Div 1,S. Fazackerley (12),,,12,18,20,20,1,12
Everton,1922,,,,32,32,Div 1,W. Chadwick (13)/W. Williams (13),,,7,15,5,5,1,20
Everton,1923,,,,33,33,Div 1,W. Chadwick (28),,,13,11,7,7,1,18
Everton,1924,,,,34,34,Div 1,J. Broad (8),,,11,19,17,17,1,12
Everton,1925,,,,35,35,Div 1,W. 'D' Dean (32),,,18,12,11,11,1,12
Everton,1926,,,,36,36,Div 1,W. 'D' Dean (21),,,10,20,20,20,1,12
Everton,1927,,,,37,37,Div 1,W. 'D' Dean (60),,Champions,13,9,1,1,1,20
Everton,1928,,,,38,38,Div 1,W. 'D' Dean (26),,,4,21,18,18,1,17
Everton,1929,,,,39,39,Div 1,W. 'D' Dean (23),Relegated,Relegated,11,19,22,22,1,12
Everton,1930,,,,0,39,Div 2,W. 'D' Dean (39),Promoted,Promoted,5,9,1,23,0,28
Everton,1931,,,,1,40,Div 1,W. 'D' Dean (45),,Champions,4,12,1,1,1,26
Everton,1932,,,,2,41,Div 1,W. 'D' Dean (24),,,9,17,11,11,1,16
Everton,1933,,,,3,42,Div 1,T. White (14),,,16,14,14,14,1,12
Everton,1934,,,,4,43,Div 1,W. 'D' Dean (26),,,12,14,8,8,1,16
Everton,1935,,,,5,44,Div 1,J. Cunliffe (23),,,13,16,16,16,1,13
Everton,1936,,,,6,45,Div 1,W. 'D' Dean (24),,,9,19,17,17,1,14
Everton,1937,,,,7,46,Div 1,T. Lawton (28),,,7,19,14,14,1,16
Everton,1938,,,,8,47,Div 1,T. Lawton (34),,Champions,5,10,1,1,1,27
Everton,1946,,,,9,48,Div 1,J. Dodds (17),,,9,16,10,10,1,17
Everton,1947,,,,10,49,Div 1,J. Dodds (13),,,6,19,14,14,1,17
Everton,1948,,,,11,50,Div 1,E. Wainwright (10),,,11,18,18,18,1,13
Everton,1949,,,,12,51,Div 1,E. Wainwright (11),,,14,18,18,18,1,10
Everton,1950,,,,13,52,Div 1,J. McIntosh (11),Relegated,Relegated,8,22,22,22,1,12
Everton,1951,,,,0,52,Div 2,J. W. Parker (15),,,10,15,7,29,0,17
Everton,1952,,,,0,52,Div 2,T. Eglington (14),,,14,16,16,38,0,12
Everton,1953,,,,0,52,Div 2,J. W. Parker (31),Promoted,Promoted,16,6,2,24,0,20
Everton,1954,,,,1,53,Div 1,J. W. Parker (19),,,10,16,11,11,1,16
Everton,1955,,,,2,54,Div 1,J. Harris (19),,,10,17,15,15,1,15
Everton,1956,,,,3,55,Div 1,T. McNamara (10),,,10,18,15,15,1,14
Everton,1957,,,,4,56,Div 1,E. Thomas (15),,,11,18,16,16,1,13
Everton,1958,,,,5,57,Div 1,D. Hickson (17),,,4,21,16,16,1,17
Everton,1959,,,,6,58,Div 1,B. Collins (14),,,11,18,16,16,1,13
Everton,1960,,,,7,59,Div 1,R. Vernon (21),,,6,14,5,5,1,22
Everton,1961,,,,8,60,Div 1,R. Vernon (26),,,11,11,4,4,1,20
Everton,1962,,,,9,61,Div 1,R. Vernon (24),,Champions,11,6,1,1,1,25
Everton,1963,,,,10,62,Div 1,R. Vernon (18),,,10,11,3,3,1,21
Everton,1964,,,,11,63,Div 1,F. Pickering (27),,,15,10,4,4,1,17
Everton,1965,,,,12,64,Div 1,F. Pickering (18),,,11,16,11,11,1,15
Everton,1966,,,,13,65,Div 1,A. Ball (15),,,10,13,6,6,1,19
Everton,1967,,,,14,66,Div 1,A. Ball (20),,,6,13,5,5,1,23
Everton,1968,,,,15,67,Div 1,J. Royle (22),,,15,6,3,3,1,21
Everton,1969,,,,16,68,Div 1,J. Royle (23),,Champions,8,5,1,1,1,29
Everton,1970,,,,17,69,Div 1,J. Royle (17),,,13,17,14,14,1,12
Everton,1971,,,,18,70,Div 1,"D. Johnson (9), J. Royle (9)",,,18,15,15,15,1,9
Everton,1972,,,,19,71,Div 1,"J. Connolly (7), J. Harper (7), J. Royle (7)",,,11,18,17,17,1,13
Everton,1973,,,,20,72,Div 1,M. Lyons (9),,,12,14,7,7,1,16
Everton,1974,,,,21,73,Div 1,B. Latchford (17),,,18,8,4,4,1,16
Everton,1975,,,,22,74,Div 1,B. Latchford (12),,,12,15,11,11,1,15
Everton,1976,,,,23,75,Div 1,B. Latchford (17),,,11,9,9,9,1,22
Everton,1977,,,,24,76,Div 1,B. Latchford (30),,,11,9,3,3,1,22
Everton,1978,,,,25,77,Div 1,A. King (12),,,17,8,4,4,1,17
Everton,1979,,,,26,78,Div 1,B. Kidd (10),,,17,16,19,19,1,9
Everton,1980,,,,27,79,Div 1,P. Eastoe (15),,,10,19,15,15,1,13
Everton,1981,,,,28,80,Div 1,G. Sharp (15),,,13,12,8,8,1,17
Everton,1982,,,,29,81,Div 1,G. Sharp (15),,,10,14,7,7,1,18
Everton,1983,,,,30,82,Div 1,A. Heath (12),,,14,12,7,7,1,16
Everton,1984,,,,31,83,Div 1,G. Sharp (21),,Champions,6,8,1,1,1,28
Everton,1985,,,,32,84,Div 1,G. Lineker (30),,,8,8,2,2,1,26
Everton,1986,,,,33,85,Div 1,"A. Heath (16), K. Sheedy (16), T. Steven (16)",,Champions,8,8,1,1,1,26
Everton,1987,,,,34,86,Div 1,G. Sharp (22),,,13,8,4,4,1,19
Everton,1988,,,,35,87,Div 1,T. Cottee (18),,,12,12,8,8,1,14
Everton,1989,,,,36,88,Div 1,T. Cottee (15),,,8,13,6,6,1,17
Everton,1990,,,,37,89,Div 1,T. Cottee (10),,,12,13,9,9,1,13
Everton,1991,,,,38,90,Div 1,P. Beardsley (15),,,14,15,12,12,1,13
Everton,1992,,,,39,91,Prem,T. Cottee (12),,,8,19,13,13,1,15
Everton,1993,,,,40,92,Prem,T. Cottee (16),,,8,22,17,17,1,12
Everton,1994,,,,41,93,Prem,P. Rideout (14),,,17,14,15,15,1,11
Everton,1995,,,,42,94,Prem,A. Kanchelskis (16),,,10,11,6,6,1,17
Everton,1996,,,,43,95,Prem,D. Ferguson (10),,,12,16,15,15,1,10
Everton,1997,,,,44,96,Prem,D. Ferguson (11),,,13,16,17,17,1,9
Everton,1998,,,,45,97,Prem,K. Campbell (9),,,10,17,14,14,1,11
Everton,1999,,,,46,98,Prem,K. Campbell (12),,,14,12,13,13,1,12
Everton,2000,,,,47,99,Prem,K. Campbell (9),,,9,18,16,16,1,11
Everton,2001,,,,48,100,Prem,"D. Ferguson (6), T. Radzinski (6)",,,10,17,15,15,1,11
Everton,2002,,,,49,101,Prem,T. Radzinski (11),,,8,13,7,7,1,17
Everton,2003,,,,50,102,Prem,W. Rooney (9),,,12,17,17,17,1,9
Everton,2004,,,,51,103,Prem,T. Cahill (11),,,7,13,4,4,1,18
Everton,2005,,,,52,104,Prem,J. Beattie (10),,,8,16,11,11,1,14
Everton,2006,,,,53,105,Prem,A. Johnson (11),,,13,10,6,6,1,15
Everton,2007,,,,54,106,Prem,Yakubu (15),,,8,11,5,5,1,19
Everton,2008,,,,55,107,Prem,"T. Cahill, M. Fellaini (8)",,,12,9,5,5,1,17
Everton,2009,,,,56,108,Prem,L. Saha (13),,,13,9,8,8,1,16
Everton,2010,,,,57,109,Prem,T. Cahill (9),,,15,10,7,7,1,13
Everton,2011,,,,58,110,Prem,N. Jelavić (9),,,11,12,7,7,1,15
Everton,2012,,,,59,111,Prem,M. Fellaini (11),,,15,7,6,6,1,16
Everton,2013,,,,60,112,Prem,R. Lukaku (15),,,9,8,5,5,1,21
Everton,2014,,,,61,113,Prem,R. Lukaku (10),,,11,15,11,11,1,12
Everton,2015,,,,62,114,Prem,R. Lukaku (18),,,14,13,11,11,1,11
Everton,2016,,,,63,115,Prem,R. Lukaku (25),,,10,11,7,7,1,17
Everton,2017,,,,64,116,Prem,W. Rooney (10),,,10,15,8,8,1,13
Everton,2018,,,,65,117,Prem,"G. Sigurðsson, Richarlison (13)",,,9,14,8,8,1,15
Everton,2019,,,,66,118,Prem,"D. Calvert-Lewin, Richarlison (13)",,,10,15,12,12,1,13
Fulham,1907,,,,0,0,Div 2,Robert Dalrymple,,,5,11,4,24,0,22
Fulham,1908,,,,0,0,Div 2,Fred Harrison,,,11,14,10,30,0,13
Fulham,1909,,,,0,0,Div 2,Fred Harrison,,,13,11,7,27,0,14
Fulham,1910,,,,0,0,Div 2,James Smith,,,7,16,10,30,0,15
Fulham,1911,,,,0,0,Div 2,Bert Pearce,,,7,15,8,28,0,16
Fulham,1912,,,,0,0,Div 2,Tim Coleman,,,5,16,9,29,0,17
Fulham,1913,,,,0,0,Div 2,Bert Pearce,,,6,16,11,31,0,16
Fulham,1914,,,,0,0,Div 2,Harry Lee,,,7,16,12,32,0,15
Fulham,1919,,,,0,0,Div 2,Donald Cock,,,9,14,6,28,0,19
Fulham,1920,,,,0,0,Div 2,Barney Travers,,,10,16,9,31,0,16
Fulham,1921,,,,0,0,Div 2,Barney Travers,,,9,15,7,29,0,18
Fulham,1922,,,,0,0,Div 2,Frank Osborne,,,12,14,10,32,0,16
Fulham,1923,,,,0,0,Div 2,George Edmonds,,,14,18,20,42,0,10
Fulham,1924,,,,0,0,Div 2,Bill Prowse,,,10,17,12,34,0,15
Fulham,1925,,,,0,0,Div 2,Albert Pape,,,12,19,19,41,0,11
Fulham,1926,,,,0,0,Div 2,Johnny Tonner,,,8,21,18,40,0,13
Fulham,1927,,,,0,0,Div 2,Sid Elliott,Relegated,Relegated,7,22,21,43,0,13
Fulham,1928,,,,0,0,Div 3,Jimmy Temple,,,10,11,5,49,0,21
Fulham,1929,,,,0,0,Div 3,Bill Haley,,,11,13,7,51,0,18
Fulham,1930,,,,0,0,Div 3,Jim Hammond,,,7,17,9,53,0,18
Fulham,1931,,,,0,0,Div 3,Frank Newton,Promoted,Promoted,9,9,1,45,0,24
Fulham,1932,,,,0,0,Div 2,Frank Newton,,,10,12,3,25,0,20
Fulham,1933,,,,0,0,Div 2,Jim Hammond,,,7,20,16,38,0,15
Fulham,1934,,,,0,0,Div 2,Jim Hammond,,,12,13,7,29,0,17
Fulham,1935,,,,0,0,Div 2,Jim Hammond,,,14,13,9,31,0,15
Fulham,1936,,,,0,0,Div 2,Ronnie Rooke,,,13,14,11,33,0,15
Fulham,1937,,,,0,0,Div 2,Ronnie Rooke,,,11,15,8,30,0,16
Fulham,1938,,,,0,0,Div 2,Ronnie Rooke,,,10,15,12,34,0,17
Fulham,1946,,,,0,0,Div 2,Ronnie Rooke,,,9,18,15,37,0,15
Fulham,1947,,,,0,0,Div 2,Arthur Stevens,,,10,17,11,33,0,15
Fulham,1948,,,,0,0,Div 2,Bob Thomas,Promoted,Promoted,9,9,1,23,0,24
Fulham,1949,,,,1,1,Div 1,Bob Thomas,,,14,18,17,17,1,10
Fulham,1950,,,,2,2,Div 1,Bob Thomas,,,11,18,18,18,1,13
Fulham,1951,,,,3,3,Div 1,Bedford Jezzard,Relegated,Relegated,11,23,22,22,1,8
Fulham,1952,,,,0,3,Div 2,Bedford Jezzard,,,10,15,8,30,0,17
Fulham,1953,,,,0,3,Div 2,Bedford Jezzard,,,10,15,8,30,0,17
Fulham,1954,,,,0,3,Div 2,Bedford Jezzard/Bobby Robson,,,11,17,14,36,0,14
Fulham,1955,,,,0,3,Div 2,Bedford Jezzard,,,6,16,9,31,0,20
Fulham,1956,,,,0,3,Div 2,Roy Dwight,,,4,19,11,33,0,19
Fulham,1957,,,,0,3,Div 2,Roy Dwight,,,12,10,5,27,0,20
Fulham,1958,,,,0,3,Div 2,Johnny Haynes,Promoted,Promoted,6,9,2,24,0,27
Fulham,1959,,,,1,4,Div 1,Graham Leggat,,,10,15,10,10,1,17
Fulham,1960,,,,2,5,Div 1,Graham Leggat,,,8,20,17,17,1,14
Fulham,1961,,,,3,6,Div 1,Maurice Cook/Graham Leggat,,,7,22,20,20,1,13
Fulham,1962,,,,4,7,Div 1,Maurice Cook,,,10,18,16,16,1,14
Fulham,1963,,,,5,8,Div 1,Graham Leggat,,,13,16,15,15,1,13
Fulham,1964,,,,6,9,Div 1,Rodney Marsh,,,12,19,20,20,1,11
Fulham,1965,,,,7,10,Div 1,Graham Leggat,,,7,21,20,20,1,14
Fulham,1966,,,,8,11,Div 1,Allan Clarke,,,12,19,18,18,1,11
Fulham,1967,,,,9,12,Div 1,Allan Clarke,Relegated,Relegated,7,25,22,22,1,10
Fulham,1968,,,,0,12,Div 2,Brian Dear,Relegated,Relegated,11,24,22,44,0,7
Fulham,1969,,,,0,12,Div 3,Steve Earle,,,15,11,4,48,0,20
Fulham,1970,,,,0,12,Div 3,Les Barrett,Promoted,Promoted,12,10,2,46,0,24
Fulham,1971,,,,0,12,Div 2,Steve Earle,,,10,20,20,42,0,12
Fulham,1972,,,,0,12,Div 2,Steve Earle,,,12,14,9,31,0,16
Fulham,1973,,,,0,12,Div 2,Viv Busby,,,10,16,13,35,0,16
Fulham,1974,,,,0,12,Div 2,Viv Busby,,,16,13,9,31,0,13
Fulham,1975,,,,0,12,Div 2,John Mitchell,,,14,15,12,34,0,13
Fulham,1976,,,,0,12,Div 2,John Mitchell,,,13,18,17,39,0,11
Fulham,1977,,,,0,12,Div 2,John Mitchell,,,13,15,10,32,0,14
Fulham,1978,,,,0,12,Div 2,Chris Guthrie,,,15,14,10,32,0,13
Fulham,1979,,,,0,12,Div 2,Gordon Davies,Relegated,Relegated,7,24,20,42,0,11
Fulham,1980,,,,0,12,Div 3,Gordon Davies,,,13,18,13,57,0,15
Fulham,1981,,,,0,12,Div 3,Gordon Davies,Promoted,Promoted,15,10,3,47,0,21
Fulham,1982,,,,0,12,Div 2,Gordon Davies,,,9,13,4,26,0,20
Fulham,1983,,,,0,12,Div 2,Gordon Davies,,,12,15,11,33,0,15
Fulham,1984,,,,0,12,Div 2,Robert Wilson,,,8,15,9,31,0,19
Fulham,1985,,,,0,12,Div 2,Dean Coney,Relegated,Relegated,6,26,22,44,0,10
Fulham,1986,,,,0,12,Div 3,Dean Coney,,,17,17,18,62,0,12
Fulham,1987,,,,0,12,Div 3,Leroy Rosenior,,,9,18,9,53,0,19
Fulham,1988,,,,0,12,Div 3,Gordon Davies,,,9,15,4,48,0,22
Fulham,1989,,,,0,12,Div 3,Clive Walker,,,15,19,20,64,0,12
Fulham,1990,,,,0,12,Div 3,Gordon Davies,,,16,20,21,65,0,10
Fulham,1991,,,,0,12,Div 3,Gary Brazil,,,13,14,9,53,0,19
Fulham,1992,,,,0,12,Div 2,Sean Farrell,,,17,13,12,56,0,16
Fulham,1993,,,,0,12,Div 2,Gary Brazil,Relegated,Relegated,10,22,21,65,0,14
Fulham,1994,,,,0,12,Div 3,Simon Morgan,,,14,12,8,76,0,16
Fulham,1995,,,,0,12,Div 3,Mike Conroy,,,17,17,17,85,0,12
Fulham,1996,,,,0,12,Div 3,Mike Conroy,Promoted,Promoted,12,9,2,70,0,25
Fulham,1997,,,,0,12,Div 2,Paul Moody,,,10,16,6,50,0,20
Fulham,1998,,,,0,12,Div 2,Geoff Horsfield,Promoted,Promoted,8,7,1,45,0,31
Fulham,1999,,,,0,12,Div 1,Lee Clark,,,16,13,9,29,0,17
Fulham,2000,,,,0,12,Div 1,Louis Saha,Promoted,Promoted,11,5,1,21,0,30
Fulham,2001,,,,1,13,Prem,Barry Hayles/Steed Malbranque/Louis Saha,,,14,14,13,13,1,10
Fulham,2002,,,,2,14,Prem,Steed Malbranque,,,9,16,14,14,1,13
Fulham,2003,,,,3,15,Prem,Louis Saha,,,10,14,9,9,1,14
Fulham,2004,,,,4,16,Prem,Andy Cole,,,8,18,13,13,1,12
Fulham,2005,,,,5,17,Prem,Collins John,,,6,18,12,12,1,14
Fulham,2006,,,,6,18,Prem,Brian McBride,,,15,15,16,16,1,8
Fulham,2007,,,,7,19,Prem,Clint Dempsey,,,12,18,17,17,1,8
Fulham,2008,,,,8,20,Prem,Andrew Johnson,,,11,13,7,7,1,14
Fulham,2009,,,,9,21,Prem,Bobby Zamora,,,10,16,12,12,1,12
Fulham,2010,,,,10,22,Prem,Clint Dempsey,,,16,11,8,8,1,11
Fulham,2011,,,,11,23,Prem,Clint Dempsey,,,10,14,9,9,1,14
Fulham,2012,,,,12,24,Prem,Dimitar Berbatov,,,10,17,12,12,1,11
Fulham,2013,,,,13,25,Prem,Steve Sidwell,Relegated,Relegated,5,24,19,19,1,9
Fulham,2014,,,,0,25,Champ,Ross McCormack,,,10,22,17,37,0,14
Fulham,2015,,,,0,25,Champ,Ross McCormack,,,15,19,20,40,0,12
Fulham,2016,,,,0,25,Champ,Tom Cairney,,,14,10,6,26,0,22
Fulham,2017,,,,0,25,Champ,Ryan Sessegnon,Promoted,Promoted,13,8,3,23,0,25
Fulham,2018,,,,1,26,Prem,Aleksandar Mitrović,Relegated,Relegated,5,26,19,19,1,7
Fulham,2019,,,,0,26,Champ,Aleksandar Mitrović,Promoted,Promoted,12,11,4,24,0,23
Leeds United,1919,,,,,,ML,Not known[d],,,9,14,12,,,11
Leeds United,1920,,,,0,,Div 2,Robert Thompson,,,10,18,14,36,0,14
Leeds United,1921,,,,0,,Div 2,Tommy Howarth,,,13,13,8,30,0,16
Leeds United,1922,,,,0,,Div 2,Percy Whipp,,,11,13,7,29,0,18
Leeds United,1923,,,,0,,Div 2,Jack Swann,Promoted,Promoted,12,9,1,23,0,21
Leeds United,1924,,,,1,,Div 1,Jack Swann,,,12,19,18,18,1,11
Leeds United,1925,,,,2,,Div 1,Tom Jennings,,,8,20,19,19,1,14
Leeds United,1926,,,,3,,Div 1,Tom Jennings,Relegated,Relegated,8,23,21,21,1,11
Leeds United,1927,,,,0,,Div 2,Tom Jennings/Jock White,Promoted,Promoted,7,10,2,24,0,25
Leeds United,1928,,,,1,,Div 1,Charlie Keetley,,,9,17,13,13,1,16
Leeds United,1929,,,,2,,Div 1,Russell Wainscoat,,,6,16,5,5,1,20
Leeds United,1930,,,,3,,Div 1,Charlie Keetley,Relegated,Relegated,7,23,21,21,1,12
Leeds United,1931,,,,0,,Div 2,Charlie Keetley,Promoted,Promoted,10,10,2,24,0,22
Leeds United,1932,,,,1,,Div 1,Arthur Hydes,,,14,13,8,8,1,15
Leeds United,1933,,,,2,,Div 1,Arthur Hydes,,,8,17,9,9,1,17
Leeds United,1934,,,,3,,Div 1,Arthur Hydes,,,12,17,18,18,1,13
Leeds United,1935,,,,4,,Div 1,George Brown,,,11,16,11,11,1,15
Leeds United,1936,,,,5,,Div 1,Arthur Hydes,,,4,23,19,19,1,15
Leeds United,1937,,,,6,,Div 1,Gordon Hodgson,,,15,13,9,9,1,14
Leeds United,1938,,,,7,,Div 1,Gordon Hodgson,,,9,17,13,13,1,16
Leeds United,1946,,,,8,,Div 1,George Ainsley,Relegated,Relegated,6,30,22,22,1,6
Leeds United,1947,,,,0,,Div 2,Albert Wakefield,,,8,20,18,40,0,14
Leeds United,1948,,,,0,,Div 2,Len Browning,,,13,17,15,37,0,12
Leeds United,1949,,,,0,,Div 2,Frank Dudley,,,13,12,5,27,0,17
Leeds United,1950,,,,0,,Div 2,Len Browning,,,8,14,5,27,0,20
Leeds United,1951,,,,0,,Div 2,Ray Iggleden,,,11,13,6,28,0,18
Leeds United,1952,,,,0,,Div 2,John Charles,,,15,13,10,32,0,14
Leeds United,1953,,,,0,,Div 2,John Charles,,,13,14,10,32,0,15
Leeds United,1954,,,,0,,Div 2,Harold Brook,,,7,12,4,26,0,23
Leeds United,1955,,,,0,,Div 2,John Charles,Promoted,Promoted,6,13,2,24,0,23
Leeds United,1956,,,,1,,Div 1,John Charles,,,14,13,8,8,1,15
Leeds United,1957,,,,2,,Div 1,Hugh Baird,,,9,19,17,17,1,14
Leeds United,1958,,,,3,,Div 1,Alan Shackleton,,,9,18,15,15,1,15
Leeds United,1959,,,,4,,Div 1,John McCole,Relegated,Relegated,10,20,21,21,1,12
Leeds United,1960,,,,0,,Div 2,John McCole,,,10,18,14,36,0,14
Leeds United,1961,,,,0,,Div 2,Billy Bremner/Jack Charlton,,,12,18,19,41,0,12
Leeds United,1962,,,,0,,Div 2,Jim Storrie,,,10,13,5,27,0,19
Leeds United,1963,,,,0,,Div 2,Albert Johanneson/Ian Lawson,Promoted,Promoted,15,3,1,23,0,24
Leeds United,1964,,,,1,,Div 1,Jim Storrie,,,9,7,2,2,1,26
Leeds United,1965,,,,2,,Div 1,Peter Lorimer,,,9,10,2,2,1,23
Leeds United,1966,,,,3,,Div 1,Johnny Giles,,,11,9,4,4,1,22
Leeds United,1967,,,,4,,Div 1,Peter Lorimer,,,9,11,4,4,1,22
Leeds United,1968,,,,5,,Div 1,Mick Jones,,Champions,13,2,1,1,1,27
Leeds United,1969,,,,6,,Div 1,Allan Clarke/Mick Jones,,,15,6,2,2,1,21
Leeds United,1970,,,,7,,Div 1,Allan Clarke,,,10,5,2,2,1,27
Leeds United,1971,,,,8,,Div 1,Peter Lorimer,,,9,9,2,2,1,24
